id,skill,group,conceptType,reuse,priority,aliases
ESCO-CR-308,cuidados básicos,salud_ciencias,skill/competence,sector-specific,3,cuidados básicos
ESCO-CR-309,farmacia básica,salud_ciencias,skill/competence,sector-specific,3,farmacia básica
ESCO-CR-310,dispensación de medicamentos,salud_ciencias,skill/competence,sector-specific,3,dispensación de medicamentos
ESCO-CR-311,laboratorio clínico,salud_ciencias,skill/competence,sector-specific,3,laboratorio clínico
ESCO-CR-312,manejo de muestras,salud_ciencias,skill/competence,sector-specific,3,manejo de muestras; muestras
ESCO-CR-313,esterilización,salud_ciencias,skill/competence,sector-specific,3,esterilización
ESCO-CR-314,limpieza hospitalaria,salud_ciencias,skill/competence,sector-specific,3,limpieza hospitalaria
ESCO-CR-315,dispositivos médicos,salud_ciencias,skill/competence,sector-specific,3,dispositivos médicos
ESCO-CR-316,cuarto limpio,salud_ciencias,skill/competence,sector-specific,3,cuarto limpio
ESCO-CR-317,GMP,salud_ciencias,skill/competence,sector-specific,3,GMP
ESCO-CR-318,ISO 13485,salud_ciencias,skill/competence,sector-specific,3,ISO 13485
ESCO-CR-319,validación de procesos,salud_ciencias,skill/competence,sector-specific,3,validación de procesos
ESCO-CR-320,documentación regulatoria,salud_ciencias,skill/competence,sector-specific,3,documentación regulatoria
ESCO-CR-321,trazabilidad médica,salud_ciencias,skill/competence,sector-specific,3,trazabilidad médica
ESCO-CR-322,control microbiológico,salud_ciencias,skill/competence,sector-specific,3,control microbiológico
ESCO-CR-323,salud ocupacional,salud_ciencias,skill/competence,sector-specific,3,salud ocupacional
ESCO-CR-324,ergonomía,salud_ciencias,skill/competence,sector-specific,3,ergonomía
ESCO-CR-325,seguridad del paciente,salud_ciencias,skill/competence,sector-specific,3,seguridad del paciente
ESCO-CR-326,albañilería,construccion_mantenimiento,skill/competence,sector-specific,3,albañilería
ESCO-CR-327,carpintería,construccion_mantenimiento,skill/competence,sector-specific,3,carpintería
ESCO-CR-328,soldadura,construccion_mantenimiento,skill/competence,sector-specific,3,soldadura
ESCO-CR-329,electricidad básica,construccion_mantenimiento,skill/competence,sector-specific,3,electricidad básica
ESCO-CR-330,mantenimiento eléctrico,construccion_mantenimiento,skill/competence,sector-specific,3,mantenimiento eléctrico
ESCO-CR-331,plomería,construccion_mantenimiento,skill/competence,sector-specific,3,plomería
ESCO-CR-332,pintura,construccion_mantenimiento,skill/competence,sector-specific,3,pintura
ESCO-CR-333,mantenimiento de edificios,construccion_mantenimiento,skill/competence,sector-specific,3,mantenimiento de edificios
ESCO-CR-334,lectura de planos constructivos,construccion_mantenimiento,skill/competence,sector-specific,3,lectura de planos constructivos
ESCO-CR-335,uso de herramientas de construcción,construccion_mantenimiento,skill/competence,sector-specific,3,uso de herramientas de construcción
ESCO-CR-336,seguridad en construcción,construccion_mantenimiento,skill/competence,sector-specific,3,seguridad en construcción
ESCO-CR-337,trabajo en alturas,construccion_mantenimiento,skill/competence,sector-specific,3,trabajo en alturas
ESCO-CR-338,instalación de cableado,construccion_mantenimiento,skill/competence,sector-specific,3,instalación de cableado
ESCO-CR-339,mantenimiento preventivo,construccion_mantenimiento,skill/competence,sector-specific,3,mantenimiento preventivo
ESCO-CR-340,mantenimiento correctivo,construccion_mantenimiento,skill/competence,sector-specific,3,mantenimiento correctivo
ESCO-CR-341,refrigeración,construccion_mantenimiento,skill/competence,sector-specific,3,refrigeración
ESCO-CR-342,aire acondicionado,construccion_mantenimiento,skill/competence,sector-specific,3,aire acondicionado
ESCO-CR-343,mecánica básica,construccion_mantenimiento,skill/competence,sector-specific,3,mecánica básica
ESCO-CR-344,mecánica industrial,construccion_mantenimiento,skill/competence,sector-specific,3,mecánica industrial
ESCO-CR-345,metal mecánica,construccion_mantenimiento,skill/competence,sector-specific,3,metal mecánica
ESCO-CR-346,torno,construccion_mantenimiento,skill/competence,sector-specific,3,torno
ESCO-CR-347,fresadora,construccion_mantenimiento,skill/competence,sector-specific,3,fresadora
ESCO-CR-348,hidráulica básica,construccion_mantenimiento,skill/competence,sector-specific,3,hidráulica básica
ESCO-CR-349,neumática básica,construccion_mantenimiento,skill/competence,sector-specific,3,neumática básica
ESCO-CR-350,control de motores,construccion_mantenimiento,skill/competence,sector-specific,3,control de motores
ESCO-CR-351,labores agrícolas,agro_ambiente,skill/competence,sector-specific,3,labores agrícolas
ESCO-CR-352,jornalero,agro_ambiente,skill/competence,sector-specific,3,jornalero
ESCO-CR-353,siembra,agro_ambiente,skill/competence,sector-specific,3,siembra
ESCO-CR-354,cosecha,agro_ambiente,skill/competence,sector-specific,3,cosecha
ESCO-CR-355,riego,agro_ambiente,skill/competence,sector-specific,3,riego
ESCO-CR-356,fertilización,agro_ambiente,skill/competence,sector-specific,3,fertilización
ESCO-CR-357,control de plagas,agro_ambiente,skill/competence,sector-specific,3,control de plagas
ESCO-CR-358,manejo de agroquímicos,agro_ambiente,skill/competence,sector-specific,3,manejo de agroquímicos; agroquímicos
ESCO-CR-359,buenas prácticas agrícolas,agro_ambiente,skill/competence,sector-specific,3,buenas prácticas agrícolas
ESCO-CR-360,ganadería,agro_ambiente,skill/competence,sector-specific,3,ganadería
ESCO-CR-361,pesca,agro_ambiente,skill/competence,sector-specific,3,pesca
ESCO-CR-362,silvicultura,agro_ambiente,skill/competence,sector-specific,3,silvicultura
ESCO-CR-363,clasificación de frutas,agro_ambiente,skill/competence,sector-specific,3,clasificación de frutas
ESCO-CR-364,empaque agrícola,agro_ambiente,skill/competence,sector-specific,3,empaque agrícola
ESCO-CR-365,mantenimiento de cultivos,agro_ambiente,skill/competence,sector-specific,3,mantenimiento de cultivos
ESCO-CR-366,operación de maquinaria agrícola,agro_ambiente,skill/competence,sector-specific,3,operación de maquinaria agrícola
ESCO-CR-367,gestión ambiental,agro_ambiente,skill/competence,sector-specific,3,gestión ambiental
ESCO-CR-368,reciclaje,agro_ambiente,skill/competence,sector-specific,3,reciclaje
ESCO-CR-369,manejo de residuos,agro_ambiente,skill/competence,sector-specific,3,manejo de residuos; residuos
ESCO-CR-370,tratamiento de aguas,agro_ambiente,skill/competence,sector-specific,3,tratamiento de aguas
ESCO-CR-371,conservación ambiental,agro_ambiente,skill/competence,sector-specific,3,conservación ambiental
ESCO-CR-372,turismo rural,agro_ambiente,skill/competence,sector-specific,3,turismo rural
ESCO-CR-373,monitoreo ambiental,agro_ambiente,skill/competence,sector-specific,3,monitoreo ambiental
ESCO-CR-374,seguridad en campo,agro_ambiente,skill/competence,sector-specific,3,seguridad en campo
ESCO-CR-375,trazabilidad agrícola,agro_ambiente,skill/competence,sector-specific,3,trazabilidad agrícola
ESCO-CR-376,reclutamiento,rrhh_orientacion,skill/competence,sector-specific,3,reclutamiento
ESCO-CR-377,selección de personal,rrhh_orientacion,skill/competence,sector-specific,3,selección de personal
ESCO-CR-378,entrevista laboral,rrhh_orientacion,skill/competence,sector-specific,3,entrevista laboral
ESCO-CR-379,inducción,rrhh_orientacion,skill/competence,sector-specific,3,inducción
ESCO-CR-380,capacitación,rrhh_orientacion,skill/competence,sector-specific,3,capacitación
ESCO-CR-381,desarrollo de talento,rrhh_orientacion,skill/competence,sector-specific,3,desarrollo de talento
ESCO-CR-382,clima organizacional,rrhh_orientacion,skill/competence,sector-specific,3,clima organizacional
ESCO-CR-383,evaluación del desempeño,rrhh_orientacion,skill/competence,sector-specific,3,evaluación del desempeño
ESCO-CR-384,gestión de expedientes laborales,rrhh_orientacion,skill/competence,sector-specific,3,gestión de expedientes laborales
ESCO-CR-385,legislación laboral básica,rrhh_orientacion,skill/competence,sector-specific,3,legislación laboral básica
ESCO-CR-386,planillas,rrhh_orientacion,skill/competence,sector-specific,3,planillas
ESCO-CR-387,relaciones laborales,rrhh_orientacion,skill/competence,sector-specific,3,relaciones laborales
ESCO-CR-388,mediación,rrhh_orientacion,skill/competence,sector-specific,3,mediación
ESCO-CR-389,orientación laboral,rrhh_orientacion,skill/competence,sector-specific,3,orientación laboral
ESCO-CR-390,intermediación laboral,rrhh_orientacion,skill/competence,sector-specific,3,intermediación laboral
ESCO-CR-391,acompañamiento a candidatos,rrhh_orientacion,skill/competence,sector-specific,3,acompañamiento a candidatos
ESCO-CR-392,gestión de talleres,rrhh_orientacion,skill/competence,sector-specific,3,gestión de talleres
ESCO-CR-393,facilitación de aprendizaje,rrhh_orientacion,skill/competence,sector-specific,3,facilitación de aprendizaje
ESCO-CR-394,mentoría,rrhh_orientacion,skill/competence,sector-specific,3,mentoría
ESCO-CR-395,coaching básico,rrhh_orientacion,skill/competence,sector-specific,3,coaching básico
ESCO-CR-396,bienestar laboral,rrhh_orientacion,skill/competence,sector-specific,3,bienestar laboral
ESCO-CR-397,diversidad e inclusión,rrhh_orientacion,skill/competence,sector-specific,3,diversidad e inclusión
ESCO-CR-398,accesibilidad,rrhh_orientacion,skill/competence,sector-specific,3,accesibilidad
ESCO-CR-399,empleabilidad,rrhh_orientacion,skill/competence,sector-specific,3,empleabilidad
ESCO-CR-400,seguimiento de casos,rrhh_orientacion,skill/competence,sector-specific,3,seguimiento de casos
ESCO-CR-401,gestión de proyectos,proyectos,skill/competence,sector-specific,3,gestión de proyectos
ESCO-CR-402,planificación de proyectos,proyectos,skill/competence,sector-specific,3,planificación de proyectos
ESCO-CR-403,cronogramas,proyectos,skill/competence,sector-specific,3,cronogramas
ESCO-CR-404,gestión de riesgos,proyectos,skill/competence,sector-specific,3,gestión de riesgos
ESCO-CR-405,seguimiento de tareas,proyectos,skill/competence,sector-specific,3,seguimiento de tareas
ESCO-CR-406,indicadores KPI,proyectos,skill/competence,sector-specific,3,indicadores KPI
ESCO-CR-407,tablero de control,proyectos,skill/competence,sector-specific,3,tablero de control
ESCO-CR-408,levantamiento de requerimientos,proyectos,skill/competence,sector-specific,3,levantamiento de requerimientos
ESCO-CR-409,documentación de procesos,proyectos,skill/competence,sector-specific,3,documentación de procesos
ESCO-CR-410,gestión de cambios,proyectos,skill/competence,sector-specific,3,gestión de cambios
ESCO-CR-411,coordinación interinstitucional,proyectos,skill/competence,sector-specific,3,coordinación interinstitucional
ESCO-CR-412,gestión de stakeholders,proyectos,skill/competence,sector-specific,3,gestión de stakeholders
ESCO-CR-413,presupuesto de proyecto,proyectos,skill/competence,sector-specific,3,presupuesto de proyecto
ESCO-CR-414,evaluación de impacto,proyectos,skill/competence,sector-specific,3,evaluación de impacto
ESCO-CR-415,metodología ágil,proyectos,skill/competence,sector-specific,3,metodología ágil
ESCO-CR-416,Scrum básico,proyectos,skill/competence,sector-specific,3,Scrum básico
ESCO-CR-417,Kanban,proyectos,skill/competence,sector-specific,3,Kanban
ESCO-CR-418,priorización de backlog,proyectos,skill/competence,sector-specific,3,priorización de backlog
ESCO-CR-419,gestión de entregables,proyectos,skill/competence,sector-specific,3,gestión de entregables
ESCO-CR-420,control de calidad de proyecto,proyectos,skill/competence,sector-specific,3,control de calidad de proyecto
ESCO-CR-421,presentación ejecutiva,proyectos,skill/competence,sector-specific,3,presentación ejecutiva
ESCO-CR-422,análisis de causa raíz,proyectos,skill/competence,sector-specific,3,análisis de causa raíz
ESCO-CR-423,diseño de soluciones,proyectos,skill/competence,sector-specific,3,diseño de soluciones
ESCO-CR-424,gestión de innovación,proyectos,skill/competence,sector-specific,3,gestión de innovación
ESCO-CR-425,prototipado,proyectos,skill/competence,sector-specific,3,prototipado
ESCO-CR-426,seguridad laboral,calidad_seguridad,skill/competence,sector-specific,4,seguridad laboral
ESCO-CR-427,uso de EPP,calidad_seguridad,skill/competence,sector-specific,4,uso de EPP
ESCO-CR-428,identificación de riesgos,calidad_seguridad,skill/competence,sector-specific,4,identificación de riesgos
ESCO-CR-429,prevención de accidentes,calidad_seguridad,skill/competence,sector-specific,4,prevención de accidentes
ESCO-CR-430,procedimientos de emergencia,calidad_seguridad,skill/competence,sector-specific,4,procedimientos de emergencia
ESCO-CR-431,brigadas de emergencia,calidad_seguridad,skill/competence,sector-specific,4,brigadas de emergencia
ESCO-CR-432,auditoría de calidad,calidad_seguridad,skill/competence,sector-specific,4,auditoría de calidad
ESCO-CR-433,ISO 9001,calidad_seguridad,skill/competence,sector-specific,4,ISO 9001
ESCO-CR-434,BPM,calidad_seguridad,skill/competence,sector-specific,4,BPM
ESCO-CR-435,HACCP,calidad_seguridad,skill/competence,sector-specific,4,HACCP
ESCO-CR-436,inocuidad,calidad_seguridad,skill/competence,sector-specific,4,inocuidad
ESCO-CR-437,documentación de no conformidades,calidad_seguridad,skill/competence,sector-specific,4,documentación de no conformidades
ESCO-CR-438,acciones correctivas,calidad_seguridad,skill/competence,sector-specific,4,acciones correctivas
ESCO-CR-439,acciones preventivas,calidad_seguridad,skill/competence,sector-specific,4,acciones preventivas
ESCO-CR-440,gestión de residuos,calidad_seguridad,skill/competence,sector-specific,4,gestión de residuos
ESCO-CR-441,orden y limpieza,calidad_seguridad,skill/competence,sector-specific,4,orden y limpieza
