id,nombre,familia_id,familia,microfamilia_id,microfamilia,nivel,tipo_perfil,zona_referencia,modalidad_referencia,competencias_clave,certificaciones_sugeridas,educacion_minima,experiencia_sugerida,palabras_clave,perfiles_similares
PER-CR-0043,Especialista digital en Ingeniería industrial enfoque 18,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0043,Ingeniería industrial enfoque 18 · Herramientas digitales,Herramientas digitales,Digital,GAM,Campo,Ingeniería industrial enfoque 18; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista digital en Ingeniería industrial enfoque 18 Ingeniería industrial enfoque 18 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0044,Coordinador/a de proyectos de Ingeniería industrial enfoque 19,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0044,Ingeniería industrial enfoque 19 · Proyectos,Proyectos,Proyectos,Alajuela,Mixto,Ingeniería industrial enfoque 19; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de proyectos de Ingeniería industrial enfoque 19 Ingeniería industrial enfoque 19 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0045,Técnico/a de campo en Ingeniería industrial enfoque 20,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0045,Ingeniería industrial enfoque 20 · Campo / operación local,Campo / operación local,Campo,Heredia,Presencial,Ingeniería industrial enfoque 20; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Técnico/a de campo en Ingeniería industrial enfoque 20 Ingeniería industrial enfoque 20 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0046,Asesor/a de servicio en Ingeniería industrial enfoque 21,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0046,Ingeniería industrial enfoque 21 · Servicio al usuario,Servicio al usuario,Servicio,Puntarenas,Virtual,Ingeniería industrial enfoque 21; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Asesor/a de servicio en Ingeniería industrial enfoque 21 Ingeniería industrial enfoque 21 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0047,Ejecutivo/a comercial de Ingeniería industrial enfoque 22,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0047,Ingeniería industrial enfoque 22 · Gestión comercial,Gestión comercial,Comercial,Zona Norte,Híbrido,Ingeniería industrial enfoque 22; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Ejecutivo/a comercial de Ingeniería industrial enfoque 22 Ingeniería industrial enfoque 22 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0048,Analista de cumplimiento en Ingeniería industrial enfoque 23,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0048,Ingeniería industrial enfoque 23 · Cumplimiento / normativa,Cumplimiento / normativa,Cumplimiento,GAM,Campo,Ingeniería industrial enfoque 23; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de cumplimiento en Ingeniería industrial enfoque 23 Ingeniería industrial enfoque 23 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0049,Gestor/a emprendedor/a en Ingeniería industrial enfoque 24,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0049,Ingeniería industrial enfoque 24 · Emprendimiento,Emprendimiento,Emprendimiento,Alajuela,Mixto,Ingeniería industrial enfoque 24; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a emprendedor/a en Ingeniería industrial enfoque 24 Ingeniería industrial enfoque 24 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0050,Gerente de Ingeniería industrial enfoque 25,ingenieria_industrial,"Ingeniería industrial, procesos y mejora continua",MF-CR-0050,Ingeniería industrial enfoque 25 · Gerencial / estratégico,Gerencial / estratégico,Gerencial,Heredia,Presencial,Ingeniería industrial enfoque 25; ingeniero industrial; ingenieria industrial; procesos; mejora continua; lean; six sigma; produccion,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gerente de Ingeniería industrial enfoque 25 Ingeniería industrial enfoque 25 Ingeniería industrial, procesos y mejora continua ingenieria_industrial ingeniero industrial ingenieria industrial procesos mejora continua lean six sigma produccion producción productividad indicadores kpi calidad optimización optimizacion",
PER-CR-0051,Auxiliar de ingeniero en sistemas,ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",MF-CR-0051,ingeniero en sistemas · Entrada / auxiliar,Entrada / auxiliar,Operativo,San José,Mixto,ingeniero en sistemas; ingenieria en sistemas; sistemas; software; programacion; programación; desarrollador; soporte tecnico,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Auxiliar de ingeniero en sistemas ingeniero en sistemas Ingeniería en sistemas, software y soporte TIC ingenieria_sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes base de datos sql python java tecnologia",
PER-CR-0052,Asistente de ingenieria en sistemas,ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",MF-CR-0052,ingenieria en sistemas · Asistente,Asistente,Técnico inicial,Cartago,Presencial,ingeniero en sistemas; ingenieria en sistemas; sistemas; software; programacion; programación; desarrollador; soporte tecnico,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Asistente de ingenieria en sistemas ingenieria en sistemas Ingeniería en sistemas, software y soporte TIC ingenieria_sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes base de datos sql python java tecnologia",
PER-CR-0053,Técnico/a en sistemas,ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",MF-CR-0053,sistemas · Técnico,Técnico,Técnico,Limón,Virtual,ingeniero en sistemas; ingenieria en sistemas; sistemas; software; programacion; programación; desarrollador; soporte tecnico,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a en sistemas sistemas Ingeniería en sistemas, software y soporte TIC ingenieria_sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes base de datos sql python java tecnologia",
PER-CR-0054,Técnico/a certificado/a en software,ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",MF-CR-0054,software · Técnico certificado,Técnico certificado,Técnico certificado,Guanacaste,Híbrido,ingeniero en sistemas; ingenieria en sistemas; sistemas; software; programacion; programación; desarrollador; soporte tecnico,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a certificado/a en software software Ingeniería en sistemas, software y soporte TIC ingenieria_sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes base de datos sql python java tecnologia",
PER-CR-0055,Operador/a especializado/a en programación,ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",MF-CR-0055,programación · Operativo especializado,Operativo especializado,Operativo especializado,Zona Sur,Campo,ingeniero en sistemas; ingenieria en sistemas; sistemas; software; programacion; programación; desarrollador; soporte tecnico,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Operador/a especializado/a en programación programación Ingeniería en sistemas, software y soporte TIC ingenieria_sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes base de datos sql python java tecnologia",
PER-CR-0056,Analista junior de desarrollador,ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",MF-CR-0056,desarrollador · Analista junior,Analista junior,Técnico avanzado,San José,Mixto,ingeniero en sistemas; ingenieria en sistemas; sistemas; software; programacion; programación; desarrollador; soporte tecnico,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista junior de desarrollador desarrollador Ingeniería en sistemas, software y soporte TIC ingenieria_sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes base de datos sql python java tecnologia",
PER-CR-0057,Analista de soporte tecnico,ingenieria_sistemas,"Ingeniería en sistemas, software y soporte TIC",MF-CR-0057,soporte tecnico · Analista,Analista,Técnico avanzado,Cartago,Presencial,ingeniero en sistemas; ingenieria en sistemas; sistemas; software; programacion; programación; desarrollador; soporte tecnico,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista de soporte tecnico soporte tecnico Ingeniería en sistemas, software y soporte TIC ingenieria_sistemas ingeniero en sistemas ingenieria en sistemas sistemas software programacion programación desarrollador soporte tecnico soporte técnico redes base de datos sql python java tecnologia",
